base_addr,cache_line,page_addr,confidence^page_addr,curr_sig^sig_delta,ip_1^ip_2^ip_3,ip^depth,ip^sig_delta,confidence,
,-4,,0,,,,,,
,0,,,,,,,,
,-2,,0,,,,,,
,0,,0,,,,,,
,-1,,0,,,,,,
,0,,,,,,,,
,0,9,0,,1,,,,
,0,,6,,,,,,
,-1,,1,,,,,,
,2,,1,,,,,,
,0,,1,,,,,,
,0,,0,,,,,,
,-2,,1,,,,,,
,-1,,,,,,,,
,-1,,1,,,,,,
,0,,1,,,,,,
,2,,8,,,,,,
,0,11,0,,,,,,
,4,,,,,,,,
,2,,,,,,,,
,3,,0,,,,,,
,1,,1,,,,,,
,0,,1,,,,,,
,,,,,,,,,
,-1,,0,,,,,,
,,,-1,,,,,,
,-1,,1,,,,,,
,,,1,,,,,,
,,7,1,,,,,,
,,,5,,,,,,
15,15,,1,,,,,,
,3,,0,,,,1,,
,5,,,,,,-1,,
,3,,0,,,,,,
,4,,,,,,,,
,4,,0,,,,,,
,3,,,,,,,,
,5,,,,,,,,
14,4,,5,,,,,,
,4,7,,,,,,,
,6,,1,,,,,,
,3,,2,,,,,,
,2,,0,,,,,,
,3,,,,,,,,
,-1,,1,,,,,,
,0,,,,,,,,
,0,,,,,,,,
,3,,0,,,,,,
,12,,1,,,,,,
,-6,,0,,,,,,
,-1,11,,,,,,,
,4,,6,,,,,,
,3,,1,,,,,,
,1,,2,,,,,,
,4,,1,,2,,,,
,0,,1,,,,,,
,0,,0,,,,,,
,3,,,,,,,,
,0,,1,,,,,,
,4,,2,,,,,,
,3,,10,,,,,,
,3,10,,,,,,,
15,1,,0,,,,,,
,-1,,0,,,,,,
,1,11,1,,,,,,
,-2,,3,,1,,,,
,-1,,0,,,,,,
,0,,,,,,,,
,-1,,2,,4,,,,
,-5,,0,,,,,,
12,-1,,,,,,,,
,1,,0,,14,,,,
,-3,,1,,,,,,
,-1,,1,,,,,,
,1,,6,,,,,,
,-2,12,-1,,,,,,
,0,,0,,,,,,
,0,,1,,,,,,
,0,,,,,,,,
,-2,,1,,1,,,,
,0,,1,,,,,,
,-1,,0,,,,,,
,1,,1,,,,,,
,-1,,0,,,,,,
,1,,0,,,,,,
,0,,1,,,,,,
,,14,0,,,,,,
,,,4,,,,,,
,,,1,,,,,,
,,,0,,,,,,
,,,2,,,,,,
,,,,,2,,,,
,,,0,,,,,,
,,,1,,,,,,
15,13,,,,,,,,
,4,,0,,,,-1,,
,2,,8,,,,,,
,4,11,2,,,,,,
,7,,1,,,,,,
,4,,-1,,,,,,
,4,,2,,,,,,
,4,,3,,,,,,
,3,,0,,,,,,
,6,,2,,,,,,
,5,,0,,,,,,
,4,,2,,,,,,
,4,,2,,,,,,
,3,,1,,,,,,
,-1,14,,,,,,,
,5,,2,,,,,,
,2,,2,,,,,,
,1,,0,,,,,,
,0,,2,,,,,,
,0,,1,,3,,,,
,2,,1,,,,,,
,0,,1,,,,,,
,1,,1,,,,,,
,-2,,-1,,,,,,
,1,,3,,,,,,
,1,11,1,,,,,,
,-1,,2,,,,,,
,0,,2,,,,,,
,1,,1,,13,,,,
,3,,1,,-1,,,,
,1,,,,,,,,
,2,,2,,,,,,
,0,,0,,,,,,
,0,,0,,,,,,
,0,,,,,,,,
,0,,2,,,,,,
,-1,11,0,,,,,,
,-3,,1,,,,,,
,1,,1,,,,,,
,4,,1,,1,,,,
15,-1,,,,,,,,
,0,,2,,,,,,
,-1,,1,,,,,,
,0,,1,,,,,,
,0,,1,,,,,,
,1,,0,,,,,,
,-1,,2,,,,,,
,-1,10,3,,,,,,
10,2,,3,,,,,,
,1,,,,,,,,
,-3,,2,,,,,,
,-1,,1,,,,,,
,1,,1,,,,,,
,2,,1,,,,,,
,-1,,,,,,,,
,0,,1,,,,,,
,1,,5,,,,,,
,1,,2,,,,,,
,,15,0,,,,,,
,,,3,,,,,,
,0,,2,,,,,,
,,,-1,,,,,,
,,,1,,,,,,
,,,1,,,,,,
15,15,,1,,,,2,,
,1,,2,,,,0,,
4,2,,1,,,,,,
,5,,2,,,,1,,
,5,,6,,,,,,
,3,7,3,,,,-1,,
,3,,9,,,,1,,
,3,11,4,,,,,,
,7,,1,,,,,,
,5,,2,,,,,,
,7,,1,,,,,,
,2,,0,,,,,,
,4,,1,,,,,,
,0,,2,,,,,,
,1,,0,,,,,,
,1,,2,,,,,,
,3,12,0,,,,,,
,0,,2,,,,,,
,0,12,2,,,,,,
,0,,6,,,,,,
,0,,1,,,,,,
,4,,1,,,,,,
,-1,,0,,,,,,
,1,,1,,,,,,
,1,,2,,,,,,
,0,,2,,,,,,
,12,,6,,,,-1,,
,2,10,1,,,,,,
,1,10,8,,-1,,-1,,
,4,12,5,,,,,,
-3,1,,0,,,,,,
,0,,2,,,,-1,,
,1,,2,,,,,,
,1,,1,,,,,,
,2,,-1,,,,,,
,0,,-2,,,,,,
,1,,2,,,,,,
,1,,4,,,,,,
,2,11,7,,,,,,
,1,11,7,,,,,,
,-1,7,0,,,,,,
,-1,,6,,,,,,
,0,,1,,,,,,
,0,,1,,,,,,
,-1,,0,,1,,,,
,-1,,-1,,,,,,
,-1,,2,,,,,,
,2,,1,,,,,,
-3,-3,,4,,,,,,
,0,9,3,,,,,,
,0,8,8,,-1,,,,
,0,11,9,,,,,,
,-1,,1,,,,,,
,-1,,0,,,,,,
,0,,1,,,,,,
,,,0,,,,,,
,0,,0,,-1,,,,
,1,,1,,,,,,
,,,1,,,,,,
,,,1,,,,,,
,,8,3,,,,,,
,,4,4,,,,,,
,,12,3,,,,,,
,,,9,,,,,,
15,9,,0,,,,,,
,0,,1,,-1,,-2,,
1,5,,0,,,,,,
,5,,0,,,,,,
,5,,0,,,,,,
,7,,4,,,,,,
,5,,4,,,,1,,
,1,9,2,,,,-16,,
,6,10,1,,,,,,
,4,,5,,,,,,
,4,,3,,,,,,
,6,,1,,,,-16,,
,-2,,,,,,,,
,2,,0,,,,-6,,
,4,,2,,,,15,,
,0,,0,,7,,-13,,
,0,,0,,,,,,
,0,,2,,,,5,,
,3,11,5,,,,6,,
,2,8,6,,,,,,
,0,,1,,,,-2,,
,1,,0,,,,,,
,1,,0,,,,,,
,1,,2,,,,,,
,0,,1,,,,,,
,1,,0,,,,,,
,2,,0,,,,,,
,0,,0,,,,2,,
,1,,7,,,,,,
,2,9,0,,,,,,
,3,5,1,,4,,,,
,4,,4,,,,,,
,-2,,-1,,,,-12,,
,0,,,,,,-1,,
,-4,,1,,,,,,
,-1,,0,,,,,,
,-4,,0,,,,,,
,-2,,1,,,,,,
,-2,,1,,,,,,
,2,,0,,,,,,
,1,5,2,,,,,,
,-1,9,6,,,,15,,
,0,,1,,1,,15,,
,-1,,2,,,,,,
,2,,1,,,,,,
,2,,-1,,,,,,
,-1,,1,,,,,,
,0,,2,,0,,,,
,-2,,0,,,,-2,,
,1,,3,,,,,,
,-1,,4,,1,,,,
,0,8,0,,,,,,
,2,5,1,,,,-1,,
,-2,,5,,,,5,,
,-1,,0,,,,,,
,0,,2,,,,,,
,-2,,1,,,,,,
,0,,,,,,,,
,2,,0,,1,,-16,,
,0,,0,,1,,-16,,
,0,,1,,,,,,
,1,,1,,,,,,
,,9,4,,,,,,
,,8,6,,2,,,,
9,8,,,,,,,,
,4,,1,,2,,1,,
,4,,0,,1,,-1,,
,1,,2,,,,,,
,3,,-1,,,,,,
,4,,1,,,,0,,
,7,,1,,2,,,,
,5,,0,,,,,,
2,3,,6,,,,,,
,5,14,-1,,,,,,
,5,4,2,,3,,,,
,3,,4,,,,,,
,1,,2,,,,,,
,4,,1,,,,,,
,0,,2,,,,,,
,2,,0,,,,,,
2,5,,2,,1,,-7,,
,2,,0,,,,,,
,2,,2,,,,,,
,3,,0,,,,,,
,3,15,6,,,,,,
,2,9,4,,,,,,
,2,,2,,,,,,
,2,,2,,,,,,
,2,,0,,,,-1,,
,0,,1,,,,-15,,
,1,,3,,,,14,,
,-1,,1,,,,15,,
,0,,0,,,,-2,,
,-1,,2,,,,12,,
,3,,2,,,,,,
,0,11,0,,,,,,
-6,3,8,0,,,,,,
,0,,2,,-1,,-1,,
,-3,,3,,,,,,
,-1,,2,,1,,,,
,-2,,1,,,,,,
,0,,0,,,,,,
,-2,,1,,,,,,
,-1,,0,,,,,,
,14,,1,,,,,,
,-2,,2,,,,,,
,0,10,8,,,,,,
,-2,8,7,,,,,,
,-1,,0,,7,,,,
,0,,1,,,,,,
,-4,,1,,,,,,
,1,,0,,,,,,
,2,,,,,,,,
,0,,2,,,,,,
,15,,1,,9,,,,
,0,,1,,,,,,
,0,,7,,,,,,
,-2,14,1,,,,,,
,-4,3,,,,,,,
,,,7,,,,,,
,-2,,1,,,,,,
,,,-1,,,,,,
,,,1,,,,,,
,0,,0,,,,,,
,,,1,,,,,,
,,,0,,,,,,
,,,0,,,,,,
,,,1,,,,,,
14,11,4,6,,,,,,
,3,10,5,,,,,,
,3,,-1,,,,,,
,4,,2,,,,,,
,8,,3,,,,1,,
,9,,-1,,,,,,
,7,,0,,,,,,
,3,,1,,,,,,
,3,,1,,,,,,
,3,,2,,,,,,
,5,,9,,,,,,
,6,14,-2,,,,,,
,5,12,,,,,,,
,5,,7,,,,,,
,4,,2,,,,,,
,0,,-1,,,,,,
,-1,,-1,,,,,,
,1,,2,,,,,,
,1,,0,,,,,,
,1,,2,,,,,,
,0,,1,,3,,,,
,0,,1,,,,,,
,-1,9,8,,,,,,
,-1,12,3,,,,,,
,2,,1,,,,,,
,1,,0,,,,,,
,-1,,0,,,,,,
,-1,,2,,,,,,
,0,,0,,,,,,
,0,,1,,,,,,
,0,,1,,,,,,
,-2,,0,,,,,,
,0,,4,,,,,,
,2,11,2,,,,,,
,2,6,-1,,,,,,
,1,,6,,,,,,
,1,,0,,,,,,
,0,,1,,,,,,
,0,,0,,,,,,
,-1,,0,,,,,,
15,-1,,1,,,,,,
,1,,1,,,,,,
,0,,1,,,,,,
,-2,,0,,,,,,
,-2,10,11,,,,,,
,0,10,8,,4,,,,
,1,,1,,,,,,
,-2,,2,,,,,,
,0,,0,,,,,,
,0,,1,,,,,,
,2,,1,,,,,,
,1,,2,,,,,,
,-1,,3,,,,,,
,0,,1,,,,,,
,-1,,4,,,,,,
,0,11,0,,,,,,
,0,6,1,,,,,,
,,,4,,,,,,
,,,2,,1,,,,
,,,2,,,,,,
,,,0,,,,,,
,,,1,,,,,,
,,,1,,,,,,
,,,2,,,,,,
14,15,,2,,,,,,
,5,,3,,,,,,
,4,13,5,,14,,,,
,6,7,5,,,,,,
,4,,3,,,,,,
,4,,-1,,,,,,
,7,,1,,,,1,,
,3,,-1,,,,,,
,4,,3,,,,,,
,-1,,2,,9,,,,
,3,11,1,,,,,,
,3,,10,,,,,,
,0,,3,,,,,,
,1,12,1,,,,,,
,3,6,1,,,,,,
,3,,8,,,,,,
,2,,4,,,,,,
,0,,1,,,,,,
,1,,0,,,,,,
,1,,,,,,,,
,1,,5,,,,,,
,1,9,1,,,,,,
,0,,2,,,,,,
,-1,,1,,,,,,
,1,11,5,,,,,,
,-1,7,3,,,,,,
,1,,1,,,,,,
,-3,,4,,,,,,
,3,,1,,,,,,
,3,,3,,,,,,
,2,,1,,,,,,
,3,,0,,,,,,
,-1,,1,,,,,,
,1,,2,,,,,,
,0,,4,,,,,,
,0,11,,,,,,,
,0,,0,,,,,,
,0,,1,,,,,,
,-1,,5,,,,,,
,0,5,1,,5,,,,
,-1,,0,,,,,,
,0,,1,,,,,,
,0,,0,,,,,,
,1,,3,,,,,,
,0,,2,,,,,,
,0,,1,,,,,,
,1,11,0,,,,,,
,2,,4,,,,,,
1,2,,2,,,,,,
,-3,,0,,,,1,,
,2,6,-1,,,,,,
,-2,,3,,,,,,
,2,,0,,1,,,,
,1,,1,,,,,,
,0,,1,,,,,,
,-1,,0,,,,,,
,,,5,,,,,,
,,11,,,,,,,
,,,1,,,,,,
,1,,2,,,,,,
,,,4,,,,,,
,,4,0,,2,,,,
,0,,0,,,,,,
,,,3,,,,,,
15,12,,2,,,,,,
,3,,,,,,-1,,
,4,,2,,,,,,
,3,,2,,,,-1,,
,3,12,2,,1,,,,
,2,,2,,,,-1,,
,4,,1,,,,1,,
,3,,0,,,,,,
,3,7,1,,,,,,
,4,,6,,,,,,
,7,,1,,,,,,
,10,,2,,,,,,
,3,,0,,,,,,
,-4,,1,,,,,,
,15,,1,,,,,,
,0,10,1,,,,,,
,1,,-1,,,,,,
,2,,3,,,,,,
,-2,,2,,,,,,
,2,9,,,,,,,
,0,,0,,10,,,,
,2,,2,,1,,,,
,2,,2,,,,,,
,1,,1,,,,,,
,0,,-1,,,,,,
,1,,0,,,,,,
,1,12,0,,,,,,
,-2,,5,,,,,,
,-1,,3,,,,,,
,0,,2,,,,,,
,2,5,4,,,,,,
,2,,3,,,,,,
,0,,2,,,,,,
,-1,,1,,,,,,
,-3,,1,,,,,,
,-1,,0,,,,,,
,2,,1,,,,,,
,-1,10,0,,,,,,
,1,,2,,,,,,
,0,,3,,,,,,
,0,,9,,,,,,
,0,11,2,,,,,,
,-1,,-1,,,,-1,,
,0,,2,,,,,,
,2,,2,,,,,,
,1,,1,,,,,,
,-2,,1,,,,,,
,-1,,0,,,,,,
,0,11,1,,,,-1,,
,-1,,5,,,,1,,
,1,,3,,,,3,,
,0,,1,,,,,,
,0,4,0,,,,,,
,-1,,5,,,,,,
,-1,,2,,,,,,
,0,,-1,,,,-1,,
0,,,1,,,,-1,,
,,,0,,,,-3,,
,,,4,,,,2,,
,0,8,0,,,,,,
,,,1,,,,,,
,,,1,,,,-1,,
,,,6,,,,,,
,,10,0,,,,,,
12,11,,1,,,,,,
,2,,0,,,,,,
,1,,1,,,,,,
,3,,1,,,,,,
,4,,3,,,,,,
,3,,2,,,,,,
,7,12,,,,,1,,
,4,,3,,,,1,,
,3,,-1,,,,,,
,5,,1,,,,,,
,4,7,1,,,,,,
,3,,2,,,,,,
,3,,0,,,,,,
,4,,,,,,,,
,3,,-1,,,,,,
,3,,1,,,,,,
,1,,3,,,,,,
,2,6,,,,,,,
,3,,1,,,,,,
,-1,,0,,,,,,
,1,,3,,,,,,
,0,8,0,,,,,,
,0,,0,,,,,,
,1,,2,,,,,,
,2,,0,,,,,,
,2,,0,,,,,,
,2,,1,,,,,,
,1,,0,,,,,,
,1,,,,,,,,
,-1,,0,,,,,,
,5,,2,,,,,,
,4,,1,,,,,,
,2,6,0,,,,,,
,0,,4,,,,,,
,1,,3,,,,,,
,0,,0,,,,,,
,0,,,,1,,3,,
,-2,,0,,,,,,
,-1,,0,,,,-1,,
,-2,,1,,,,,,
,0,,1,,0,,,,
,0,,1,,,,-1,,
,-1,,6,,,,,,
,2,3,1,,,,,,
,1,,-1,,,,,,
,0,,0,,,,,,
,0,,0,,,,,,
,-2,,,,0,,,,
,0,,1,,,,-16,,
,-1,,-1,,1,,-13,,
,-1,,0,,,,4,,
,1,,1,,,,-2,,
,-2,,4,,,,-4,,
,1,,0,,,,-16,,
,1,10,0,,,,-16,,
,1,,5,,,,-16,,
,0,,0,,-1,,-16,,
,0,,0,,,,-16,,
,,,,,,,-16,,
,,,,,,,-11,,
,,,2,,,,,,
,,,1,,,,,,
,,,0,,,,,,
,,,1,,0,,-7,,
11,6,,4,,3,,-3,,
,3,6,1,,,,0,,
,4,,0,,,,-5,,
,3,,2,,,,,,
,4,,0,,,,1,,
,5,,-1,,,,-5,,
,5,,1,,2,,,,
,3,,1,,,,,,
,4,,0,,,,,,
,5,,0,,,,-3,,
,6,,0,,,,,,
,2,,,,,,,,
,3,10,1,,,,-5,,
,0,,3,,,,,,
,3,,1,,,,,,
,3,,2,,,,-9,,
,-1,,2,,,,,,
,0,,0,,3,,,,
,-1,,0,,,,-7,,
,1,,2,,,,,,
,1,,2,,,,-3,,
,0,,0,,,,-8,,
,0,,8,,,,,,
,-1,14,,,,,-11,,
,-1,,0,,,,-3,,
,2,,,,,,-4,,
,2,,0,,,,-2,,
,0,,1,,,,-2,,
,-2,,2,,,,-2,,
,-3,,,,,,,,
,2,,0,,,,-3,,
,2,,0,,,,-5,,
,1,,0,,,,,,
,0,,2,,,,,,
,0,2,5,,,,-1,,
,1,10,3,,,,-2,,
,1,,-2,,,,,,
,2,,0,,,,,,
,-2,,2,,,,,,
,-4,,-1,,,,,,
,1,,1,,,,,,
,0,,1,,,,,,
,1,,1,,,,,,
,3,,1,,,,,,
,1,,8,,,,-2,,
,2,10,1,,,,,,
,1,15,1,,,,,,
,1,,5,,,,,,
11,-2,,0,,15,,-2,,
,-2,,0,,,,,,
,0,,0,,,,-2,,
,0,,1,,,,,,
,0,,0,,,,,,
,0,,1,,,,-1,,
,0,,-1,,,,-3,,
,1,,1,,,,,,
,1,4,7,,,,,,
,,12,3,,,,,,
,,,2,,5,,-1,,
,,,3,,,,,,
,,,1,,,,,,
,,,2,,1,,,,
,,,2,,,,,,
,,,1,,8,,-1,,
10,8,,0,,1,,,,
,5,,3,,,,,,
,6,,6,,,,-3,,
,3,8,1,,,,,,
,3,7,1,,,,,,
,3,,5,,,,,,
,4,,0,,1,,-2,,
,4,,0,,,,,,
,8,,1,,,,,,
,1,,0,,,,-1,,
,8,,-1,,,,,,
,2,,4,,,,,,
,15,,0,,,,,,
,2,,2,,,,,,
,3,8,3,,,,,,
,1,11,6,,,,,,
,-3,,-1,,,,14,,
,5,,2,,3,,15,,
,5,,0,,2,,15,,
,0,,0,,-1,,15,,
,1,4,1,,,,15,,
,-3,,5,,,,14,,
,-15,,0,,,,-16,,
,1,,1,,-1,,13,,
,1,,10,,,,,,
,0,10,0,,,,,,
,3,9,2,,,,7,,
,0,,10,,,,-1,,
,0,,3,,,,15,,
,0,,1,,,,15,,
,0,,5,,,,15,,
,0,14,2,,,,15,,
,-1,,3,,,,15,,
,0,,2,,,,15,,
,0,8,-1,,,,15,,
,1,,4,,,,15,,
,-1,7,6,,,,15,,
,-1,9,3,,,,1,,
,-1,,2,,,,15,,
4,0,,1,,,,15,,
,-1,,0,,,,3,,
,-5,,-1,,,,15,,
,0,4,1,,,,,,
,1,,4,,,,,,
,0,,5,,,,15,,
,0,7,-1,,,,15,,
,-2,,6,,,,14,,
,-2,1,1,,,,13,,
,1,11,1,,,,14,,
,-1,,8,,8,,15,,
,0,,3,,,,15,,
,0,,1,,,,15,,
,0,,8,,,,,,
,-1,14,0,,,,-1,,
,0,,2,,,,0,,
,0,,3,,,,8,,
,1,8,2,,,,15,,
,0,,4,,,,15,,
,-16,3,7,,5,,15,,
,,7,2,,,,-3,,
,,,0,,,,15,,
,,,3,,4,,15,,
,,,1,,-7,,15,,
,,,,,9,,15,,
13,12,5,3,,,,,,
,4,,11,,,,,,
,5,,2,,,,1,,
,3,10,-1,,,,,,
,3,,6,,,,,,
,3,4,1,,,,,,
,3,9,2,,,,,,
,6,,5,,,,,,
,5,,3,,,,,,
,3,,0,,,,,,
,5,,4,,,,,,
,4,6,1,,,,,,
,4,,2,,,,,,
,3,,2,,,,,,
,5,10,1,,,,,,
,1,,4,,,,,,
,3,7,4,,,,14,,
,2,10,8,,,,,,
,1,,2,,,,15,,
,2,,2,,,,15,,
,2,,2,,,,13,,
,3,,0,,,,15,,
,-1,9,1,,-1,,15,,
,2,,5,,,,14,,
,3,,6,,1,,15,,
,1,9,0,,,,15,,
,3,,8,,,,13,,
,-1,8,0,,,,14,,
,-2,5,1,,,,4,,
,0,,4,,,,15,,
,1,,0,,,,-1,,
,2,,1,,,,,,
,-1,,8,,,,2,,
,1,6,-2,,1,,1,,
,-1,,-2,,,,,,
,0,,0,,-1,,7,,
,0,9,5,,,,,,
,1,,7,,,,,,
,-2,11,8,,,,1,,
,-1,9,8,,,,,,
,-4,,1,,,,,,
,0,,0,,,,,,
,-1,,1,,,,-1,,
,0,,2,,,,0,,
,0,6,-1,,,,,,
,-1,,6,,,,,,
,1,,8,,,,,,
,1,11,1,,,,,,
,0,,5,,,,,,
,-5,6,1,,,,13,,
,-3,11,1,,,,-1,,
,3,,4,,1,,-1,,
,0,,1,,,,,,
,2,,1,,,,,,
,1,,6,,,,,,
,0,11,2,,,,12,,
,1,,0,,,,,,
,3,,2,,,,,,
,1,5,0,,,,,,
,,,3,,,,-2,,
,2,5,6,,,,,,
,,10,7,,,,,,
,0,,1,,,,,,
,,,3,,,,,,
12,14,,1,,,,1,,
1,5,,0,,,,,,
,6,6,1,,,,,,
,6,,3,,1,,,,
,5,,7,,,,,,
,2,10,2,,,,-1,,
,5,,6,,,,,,
,6,9,2,,,,,,
,6,11,1,,,,,,
,4,,8,,,,-3,,
,5,,1,,,,,,
,5,,1,,2,,,,
,5,,5,,,,,,
,2,4,3,,,,,,
,3,,2,,,,1,,
,3,,1,,,,-1,,
,2,10,3,,,,15,,
,1,,5,,,,15,,
,2,5,8,,,,15,,
,0,7,3,,-3,,14,,
,2,,1,,,,15,,
,-1,,1,,,,,,
,-1,,1,,,,14,,
,0,,0,,,,15,,
,0,8,1,,,,2,,
,-2,,6,,,,13,,
,3,,8,,3,,,,
,0,9,2,,,,,,
,0,,7,,,,14,,
,-1,9,0,,,,13,,
,0,6,2,,,,15,,
,0,,5,,,,14,,
,0,,-1,,,,,,
,1,,4,,,,,,
,1,,7,,,,9,,
,0,9,1,,1,,14,,
,1,,2,,,,,,
,-1,,1,,,,,,
,-1,10,-1,,,,-2,,
,-1,,6,,,,,,
,0,5,7,,,,,,
,-2,9,7,,,,,,
,1,,2,,,,,,
,0,,2,,,,,,
,0,,0,,-2,,,,
,0,,1,,,,,,
,1,4,0,,,,,,
,0,,4,,,,,,
,0,,7,,,,,,
,1,11,0,,,,-1,,
,-2,,11,,,,,,
,1,8,4,,,,,,
,1,12,0,,,,,,
,0,,7,,,,9,,
,2,,3,,,,15,,
,-1,,2,,,,14,,
,,,6,,,,6,,
,1,6,1,,,,2,,
,,,0,,,,-3,,
,0,,1,,,,6,,
,1,8,2,,1,,-6,,
,,,3,,,,6,,
,,4,10,,,,6,,
,,11,4,,,,,,
8,12,,2,,,,,,
,2,,0,,,,,,
,2,,2,,,,,,
,3,,0,,,,,,
,4,7,0,,,,,,
,5,,7,,,,,,
,3,,5,,,,,,
,5,8,2,,,,,,
,4,,4,,,,,,
,5,9,3,,,,,,
,5,11,0,,,,,,
,4,,11,,,,,,
,4,,0,,,,,,
,6,,4,,,,,,
,5,,10,,,,,,
,4,9,0,,,,,,
,5,,1,,,,,,
,1,,1,,,,,,
,-1,10,-1,,,,,,
,2,,6,,8,,,,
,2,11,4,,,,,,
,3,5,8,,,,,,
,3,,1,,,,,,
,2,,1,,,,,,
,-1,,3,,,,,,
,0,,-1,,,,,,
,3,9,-1,,,,,,
,2,,5,,,,,,
,3,,3,,,,,,
,3,7,4,,,,,,
,1,,6,,,,,,
,1,8,3,,,,,,
,2,,1,,1,,,,
,1,,0,,,,,,
,1,,-1,,,,,,
,1,,1,,,,,,
,0,,2,,,,,,
,0,7,1,,,,,,
,2,,8,,,,,,
,0,6,3,,,,,,
,1,8,4,,,,,,
,-1,,8,,,,,,
,1,9,0,,14,,,,
,-1,,5,,,,,,
,1,,0,,,,,,
,1,,0,,,,,,
,2,,0,,,,,,
,-1,,0,,,,,,
,0,5,4,,5,,,,
,1,,6,,,,,,
,2,10,4,,,,,,
,-1,10,6,,,,,,
,3,,12,,,,,,
,0,9,0,,,,,,
,1,,-1,,,,,,
,1,,-1,,,,,,
,,,1,,,,,,
,,,2,,,,,,
,1,,3,,,,,,
,,3,1,,,,,,
,,,5,,,,,,
,,5,-1,,,,,,
,,8,0,,,,,,
,,,5,,,,,,
10,10,10,7,,-3,,1,,
1,4,8,6,,,,,,
,3,,0,,1,,,,
,7,,-1,,,,,,
,4,,1,,,,,,
,5,,2,,,,,,
,5,8,0,,,,,,
,3,,6,,,,,,
,6,,5,,,,,,
,0,9,2,,-11,,,,
,1,,6,,,,,,
,3,9,3,,,,,,
,1,9,0,,,,,,
,5,,4,,,,,,
,1,,3,,,,,,
,1,,5,,,,,,
,2,,3,,,,,,
,1,5,2,,,,,,
,0,,0,,,,,,
,0,,4,,,,,,
,-3,6,4,,,,,,
,0,,4,,,,,,
,0,10,8,,,,,,
,0,9,6,,,,,,
,2,,0,,3,,,,
,0,,-1,,1,,,,
,-1,,2,,,,,,
,-2,,0,,,,,,
,1,-1,-1,,,,,,
,1,,4,,,,,,
,3,,1,,,,,,
,1,5,1,,,,,,
,1,,7,,,,,,
,-1,3,1,,,,,,
,0,6,-1,,,,,,
,0,,1,,,,,,
,2,,1,,,,,,
,-1,,3,,,,,,
,2,,3,,,,,,
,-2,4,-1,,,,,,
,0,,2,,,,,,
,1,,2,,,,,,
,-1,2,-1,,,,,,
,-1,,1,,,,,,
,-1,,6,,,,,,
,-1,10,0,,,,,,
,-1,,0,,,,,,
,-2,,4,,,,,,
,3,,0,,,,,,
,-4,,0,,,,,,
,2,9,0,,,,,,
,0,,7,,,,,,
,0,,7,,,,,,
,0,11,1,,,,,,
,1,,1,,,,,,
,1,,1,,,,,,
,,6,0,,,,,,
,,,5,,,,,,
,,,1,,,,,,
,,,1,,,,,,
,0,,7,,,,,,
,,8,0,,,,,,
,,,3,,,,,,
,,,1,,,,,,
,2,6,0,,,,,,
,6,,4,,,,,,
,4,,3,,,,,,
,3,,0,,,,,,
,4,,1,,,,,,
,9,,2,,,,,,
,3,,-1,,,,,,
,6,,0,,,,,,
,5,8,0,,9,,,,
,5,,8,,,,,,
,5,,6,,,,,,
,-2,9,1,,,,,,
,3,,,,,,,,
,5,,3,,,,,,
,0,,,,,,,,
,3,,0,,,,,,
,2,,0,,,,,,
,1,,2,,,,,,
,1,,7,,,,,,
,0,12,0,,,,,,
,1,,-1,,,,,,
,0,,2,,,,,,
,2,9,0,,,,,,
,0,,1,,,,,,
,-2,,1,,,,,,
,-1,,2,,,,,,
,1,,0,,,,,,
,-2,,1,,,,,,
,1,,3,,,,,,
,-1,,1,,,,,,
,1,9,2,,,,,,
,-1,,7,,,,,,
,0,,6,,,,,,
,0,10,0,,,,,,
,-2,,0,,,,,,
,-1,,2,,,,,,
,0,,0,,,,,,
,-1,,1,,,,,,
,-1,,0,,,,,,
,1,,0,,,,,,
,-2,,4,,,,,,
,1,7,0,,,,,,
,0,,-1,,0,,,,
,0,,2,,,,,,
,1,9,0,,,,,,
,2,,8,,,,,,
,1,,1,,,,,,
,0,,-1,,,,,,
,-1,,1,,,,,,
,1,,0,,,,,,
,-1,,0,,,,,,
,1,,0,,,,,,
,-1,0,-1,,,,,,
,0,,3,,,,,,
,0,,7,,,,,,
,,11,2,,,,,,
,1,,0,,,,,,
,,,1,,,,,,
,,,1,,,,,,
,0,,1,,,,,,
,,,0,,,,,,
,-1,,0,,,,,,
,,,6,,,,,,
,,7,-1,,,,,,
,11,,3,,,,,,
,3,,1,,,,,,
,7,8,0,,,,,,
,7,,1,,,,,,
,8,,0,,,,,,
,5,,4,,,,,,
,5,,2,,,,,,
,5,,0,,,,,,
,5,,2,,,,,,
,6,,1,,,,,,
,4,9,1,,,,,,
,6,,6,,,,,,
,2,,4,,,,,,
,-1,9,-1,,,,,,
,3,,-1,,,,,,
,3,,-3,,,,,,
,1,,-1,,,,,,
,1,,1,,,,,,
,1,,0,,,,,,
,-2,,-1,,,,,,
,-1,,7,,,,,,
,-1,9,0,,,,,,
,0,,1,,,,,,
,-1,,0,,,,,,
,1,6,2,,,,,,
,0,,6,,,,,,
,-1,,1,,-3,,,,
,1,,1,,,,,,
,1,,0,,,,,,
,2,,1,,,,,,
,4,,1,,1,,,,
,3,,0,,0,,,,
,0,10,0,,-8,,,,
,0,,7,,,,,,
,-2,,7,,,,,,
,0,9,0,,,,,,
,3,,-1,,,,,,
,-1,,1,,,,,,
,0,,1,,,,,,
